Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2021-02-14;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;17,00;26,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;19,41;22,00;14,24;0,00;0,00;0,00;13,44;0,00;13,00;0,00;41,00;0,00;0,00;17,00;0,00;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;24,00;0,00;0,00;0,00;45,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;40,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;41,33;0,00;0,00;0,00;15,16;24,00;0,00;0,00;0,00;16,00;28,00;0,00;0,00;20,00;15,00;16,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00
2021-02-28;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;0,00;44,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;33,00;0,00;0,00;0,00;0,00;22,00;0,00;17,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00
2021-03-07;18,00;42,35;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;19,29;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;20,00;0,00;10,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;22,00;0,00;0,00;26,00;0,00;0,00;0,00;16,00;18,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;20,00;0,00
2021-03-28;14,00;0,00;0,00;0,00;14,00;20,00;14,00;14,00;13,00;12,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;16,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;24,00;0,00;29,45;38,18;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;34,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00
2021-04-11;18,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;35,00;0,00;0,00;20,00;0,00;29,00;0,00;0,00;14,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;23,00;26,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00
2021-04-18;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;16,00;0,00;12,00;17,00;0,00;0,00;14,00;0,00;17,16;0,00;0,00;0,00;29,19;0,00;0,00;0,00;0,00;23,00;34,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;17,00;0,00;40,80;0,00;47,00;0,00;27,00;23,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;15,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;17,00;25,00;0,00;0,00;0,00
2021-05-02;60,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;26,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;16,96;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00
2021-05-09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;13,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;15,00;18,00;0,00;12,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;19,00;21,00;0,00;0,00;45,00;18,00;18,00;19,00;0,00;0,00;0,00;0,00;16,00
2021-05-23;0,00;47,00;0,00;0,00;0,00;0,00;16,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;38,00;0,00;0,00;19,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;0,00;16,00;0,00;25,00;24,00;0,00
2021-06-06;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,01;15,12;0,00;0,00;0,00;0,00;12,00;0,00;13,00;0,00;16,00;0,00;0,00;0,00;13,00;16,00;0,00;0,00;0,00
2021-06-13;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;0,00;15,00;22,00;0,00;0,00;28,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;16,64;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;66,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;26,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;19,00
2021-06-27;33,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,23;0,00;0,00;0,00;0,00;41,88;35,54;0,00;0,00;0,00;0,00;22,00;0,00;14,00;21,00;0,00;0,00;18,00;0,00;0,00;15,00;0,00;0,00
2021-07-04;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;35,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;54,00;0,00;35,27;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;68,00;0,00;0,00;0,00;0,00;0,00;15,00;13,00;0,00;0,00;0,00;0,00;0,00;24,43;0,00;0,00;0,00;13,00;0,00;0,00;43,00;21,00;0,00;34,00;0,00;0,00;21,00;0,00;0,00;0,00;15,00;0,00;0,00
2021-07-18;30,00;0,00;22,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;16,00;0,00;16,00;0,00;0,00;32,00;0,00;0,00;18,00;16,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;28,00;15,00;0,00;0,00;0,00;0,00
2021-07-25;60,00;0,00;19,64;17,45;0,00;0,00;0,00;0,00;0,00;15,00;28,00;0,00;0,00;22,00;21,00;0,00;25,00;0,00;0,00;0,00;0,00;24,78;0,00;0,00;27,50;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;22,00;37,00;69,00;0,00;79,00;34,00;0,00;0,00;0,00;0,00;33,00
2021-08-01;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;34,00;0,00;0,00;13,00;15,00;0,00;24,00;0,00;0,00;0,00;26,00;0,00;13,00
2021-08-08;35,00;15,31;0,00;0,00;0,00;0,00;0,00;14,00;16,00;0,00;0,00;0,00;0,00;27,00;39,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;15,00;0,00;15,00;0,00;0,00;0,00;0,00;31,00;32,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;13,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,86;21,37;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;82,00;0,00;0,00;13,00;0,00;20,00
2021-08-22;0,00;0,00;0,00;0,00;20,00;0,00;0,00;20,00;0,00;0,00;46,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;19,00;0,00;17,00;0,00;0,00;13,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;0,00
2021-08-29;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;43,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,33;0,00;48,00;0,00;18,00;0,00;0,00;0,00;25,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;38,00
2021-09-05;25,00;0,00;26,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;22,37;18,42;0,00;0,00;13,75;28,75;0,00;33,00;23,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;55,00;0,00;0,00
2021-09-12;0,00;0,00;0,00;0,00;0,00;0,00;59,00;0,00;13,00;18,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;23,00;19,00;31,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00
2021-09-19;40,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,68;0,00;16,77;16,25;0,00;0,00;0,00;0,00;0,00;35,00;0,00;42,00;34,00;0,00;26,00;17,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;26,00;0,00;0,00;0,00;0,00;36,00;22,00;0,00;0,00;0,00;0,00;0,00;58,00;0,00;0,00;0,00;44,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;37,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,00;13,00;0,00;54,00;0,00;0,00;19,00;16,00;0,00
2021-10-03;53,00;0,00;44,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,00;15,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;22,00;19,00;29,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00
2021-10-10;14,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;18,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;26,73;49,64;0,00;0,00;0,00;14,00;0,00;0,00;0,00;63,00;0,00;0,00;16,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;20,00
2021-10-17;79,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;21,00;0,00;24,00;0,00;48,00;0,00;0,00;0,00;22,38;0,00;0,00;0,00;0,00;14,00;17,00;21,00;0,00;0,00;17,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;33,00;0,00;14,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;51,00;0,00;0,00;16,00;0,00;0,00;30,00;0,00;0,00;14,52;0,00;0,00;0,00;35,54;0,00;33,00;0,00;0,00;0,00;20,00;13,00;28,00;0,00;0,00;57,00;0,00;0,00;13,00;44,00;0,00;18,00;0,00
2021-10-31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;0,00;37,00;0,00;0,00;0,00;26,00;24,00;0,00;28,00;0,00;50,00;0,00;0,00;100,00;14,00;0,00;0,00;17,00;0,00;17,00;0,00;0,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;15,00
2021-11-07;27,00;0,00;0,00;0,00;0,00;0,00;13,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;12,86;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;46,00;0,00;0,00;19,00;0,00;19,00;0,00;0,00;0,00;17,00;0,00;0,00
2021-11-14;32,00;0,00;0,00;37,52;0,00;35,00;0,00;28,00;17,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;28,16;0,00;19,20;26,88;0,00;0,00;29,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;43,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,24;0,00;16,00;20,00;0,00;0,00;46,00;0,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00
2021-11-28;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;33,00;0,00;0,00;0,00;46,59;0,00;0,00;0,00;18,86;26,40;0,00;0,00;0,00;37,00;0,00;19,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;16,00
2021-12-05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;20,00;0,00;0,00;0,00;0,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;27,00;0,00;0,00;31,00;0,00;0,00
2021-12-12;33,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;56,76;0,00;0,00;0,00;0,00;0,00;0,00;13,96;0,00;0,00;27,00;0,00;0,00;0,00;0,00;37,00;40,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00
2021-12-19;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;16,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;31,00;0,00;0,00;0,00;0,00
2021-12-26;66,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;14,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,23;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;82,00;15,00;25,00;0,00;0,00;13,00;29,00;0,00;0,00
2022-01-02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;28,00;54,00;0,00;25,00;0,00;0,00;11,00;12,00;0,00;12,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;36,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00
2022-01-09;37,00;0,00;15,24;62,03;0,00;0,00;0,00;0,00;26,00;0,00;0,00;17,00;23,00;0,00;24,00;0,00;0,00;15,00;0,00;0,00;0,00;15,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;18,00;0,00;15,00;0,00;0,00;33,00
2022-01-16;65,00;0,00;0,00;0,00;26,00;0,00;13,00;16,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;20,80;16,57;29,31;45,88;0,00;21,00;0,00;27,00;0,00;0,00;0,00;0,00;30,00;25,00;36,00;0,00;0,00;0,00;0,00;0,00;30,00
2022-01-23;59,00;0,00;18,57;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;40,00;24,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;32,78;0,00;0,00;43,61;0,00;0,00;18,00;20,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-30;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;60,00;18,00;0,00;17,00;22,00;33,00;0,00;0,00;0,00;0,00;0,00;33,86;0,00;0,00;0,00;15,27;18,00;0,00;12,00;24,00;0,00;15,00;0,00;33,00;46,00;0,00;0,00;0,00;56,00;0,00;0,00;20,00
2022-02-06;51,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;32,00;13,00;0,00;0,00;0,00;0,00;0,00;26,78;0,00;25,50;0,00;0,00;0,00;14,00;0,00;0,00;0,00;47,00;25,00;0,00;20,00;20,00;0,00;0,00;0,00;0,00;0,00
2022-02-13;46,00;15,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;28,00;0,00;13,14;0,00;0,00;30,67;10,22;33,22;0,00;0,00;17,00;15,00;0,00;43,00;17,00;26,00;50,00;0,00;0,00;0,00;15,00;34,00;0,00;0,00;0,00
2022-02-20;20,00;0,00;0,00;22,22;0,00;0,00;0,00;83,00;0,00;0,00;0,00;0,00;0,00;15,00;24,00;0,00;0,00;0,00;0,00;12,00;22,67;61,33;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;11,00;0,00;0,00;0,00;35,00;16,00;0,00;0,00;0,00;11,00;0,00;0,00;17,00;0,00
2022-02-27;58,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;24,00;0,00;0,00;0,00;0,00;18,04;10,31;0,00;0,00;0,00;36,57;0,00;0,00;0,00;35,00;0,00;0,00;0,00;12,00;50,00;0,00;0,00;0,00;0,00;23,00;24,00;0,00;0,00
2022-03-06;68,00;0,00;0,00;0,00;20,00;25,00;12,00;0,00;0,00;0,00;0,00;0,00;10,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42,81;0,00;0,00;17,00;27,00;12,00;50,00;0,00;17,00;42,00;42,00;32,00;0,00;12,00;0,00;0,00;0,00;0,00
2022-03-13;52,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;20,00;13,00;0,00;0,00;0,00;12,00;11,70;0,00;0,00;0,00;13,95;0,00;24,10;0,00;10,00;0,00;13,00;0,00;0,00;0,00;0,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00
2022-03-20;57,00;28,50;0,00;0,00;0,00;0,00;11,00;0,00;12,00;0,00;0,00;14,00;0,00;17,00;15,00;16,00;14,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;25,33;0,00;0,00;0,00;0,00;0,00;13,00;12,00;0,00;0,00;47,00;47,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00
2022-03-27;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;21,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;9,24;17,16;0,00;0,00;15,23;12,69;0,00;22,00;0,00;15,00;0,00;0,00;0,00;0,00;23,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;51,00;0,00;0,00;11,09;0,00;0,00;0,00;0,00;18,00;0,00;0,00;25,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,13;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;21,00
2022-04-10;33,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,00;0,00;23,00;0,00;0,00;15,00;0,00;0,00;19,80;0,00;14,52;0,00;12,69;0,00;34,27;0,00;0,00;0,00;16,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00
